Condition,N,% Objecting,M Appropriateness,SD,SEM,95% CI +/-
More Funds (A),98,19.387755102040817,3.7551020408163267,1.3165185617760757,0.13298845751283198,0.2639452750979533
Popular (B),103,19.41747572815534,3.9029126213592233,1.3468522715241371,0.13270929764948167,0.26322826265495675
A/B Learn,95,36.84210526315789,3.2736842105263158,1.3163626970861622,0.13505596307028297,0.2681567806399172
