Condition,N,% Objecting,M Appropriateness,SD,SEM,95% CI +/-
Badge (A),77,31.16883116883117,3.168831168831169,1.3219064920608277,0.15064522586098972,0.30003597012106725
Poster (B),75,17.333333333333336,4.1066666666666665,1.4385929061237406,0.16611440032096553,0.33099016781542123
A/B Learn,74,56.75675675675676,2.418918918918919,1.2928333200129867,0.15028882074084218,0.2995251877898741
