Respondent ID,Code ,SA,MM
6297107145,Ineffective,0,0
6297107244,Ineffective,0,0
6297107994,Ineffective,0,0
6297108103,Ineffective,0,0
6297109495,Ineffective,0,0
6297111367,Ineffective,0,0
6297112355,Ineffective,0,0
6297113413,Ineffective,0,0
6297113691,Ineffective,0,0
6297113899,Ineffective,1,1
6297115532,Ineffective,1,1
6297116194,Ineffective,0,0
6297117730,Ineffective,0,0
6297117940,Ineffective,0,0
6297117960,Ineffective,0,0
6297119550,Ineffective,0,0
6297122963,Ineffective,0,0
6297123125,Ineffective,0,0
6297123583,Ineffective,1,1
6297128816,Ineffective,0,0
6297132428,Ineffective,0,0
6297134747,Ineffective,0,1
6297135288,Ineffective,0,0
6297137613,Ineffective,0,0
6297142129,Ineffective,0,0
6297145065,Ineffective,0,0
6297147521,Ineffective,0,0
6297153365,Ineffective,0,0
6297155132,Ineffective,1,1
6297155426,Ineffective,0,0
6297156874,Ineffective,0,0
6297161815,Ineffective,0,0
6297162736,Ineffective,1,1
6297163812,Ineffective,1,1
6297166684,Ineffective,0,0
6297172639,Ineffective,0,0
6297183415,Ineffective,0,0
6297187097,Ineffective,0,0
6297191259,Ineffective,1,1
6297192905,Ineffective,0,0
6297195431,Ineffective,0,0
6297199984,Ineffective,0,0
6297200751,Ineffective,0,0
6297202360,Ineffective,0,0
6297203289,Ineffective,1,1
6297220574,Ineffective,0,0
6297223279,Ineffective,0,0
6297235496,Ineffective,1,0
6297240392,Ineffective,1,0
6297252813,Ineffective,0,0
6297265963,Ineffective,0,0
6297286920,Ineffective,0,1
6297321790,Ineffective,1,1
6297325727,Ineffective,0,0
6297339557,Ineffective,0,0
6297359889,Ineffective,0,0
6297362319,Ineffective,1,1
6297402285,Ineffective,0,0
6297421188,Ineffective,0,0
6297425142,Ineffective,1,0
6297431668,Ineffective,0,0
6297453769,Ineffective,0,0
6297456913,Ineffective,0,0
6297457789,Ineffective,0,0
6297483296,Ineffective,0,0
6297488926,Ineffective,0,0
6297529887,Ineffective,0,0
6297550923,Ineffective,0,0
6297596917,Ineffective,0,0
6297604728,Ineffective,0,0
6297617486,Ineffective,1,1
6297629947,Ineffective,0,0
6297644692,Ineffective,0,0
6297649986,Ineffective,1,1
6297656168,Ineffective,0,0
6297658171,Ineffective,1,1
6297669706,Ineffective,0,0
6297681000,Ineffective,0,0
6297682697,Ineffective,0,0
6297085202,Randomization,0,0
6297086071,Randomization,0,0
6297086289,Randomization,0,0
6297089103,Randomization,0,0
6297089937,Randomization,0,0
6297090064,Randomization,0,0
6297090433,Randomization,0,0
6297092996,Randomization,0,0
6297094841,Randomization,0,0
6297097818,Randomization,0,0
6297098747,Randomization,0,0
6297099941,Randomization,0,0
6297101782,Randomization,0,0
6297103396,Randomization,0,0
6297104484,Randomization,0,0
6297104647,Randomization,0,0
6297111301,Randomization,0,0
6297118083,Randomization,0,0
6297118259,Randomization,0,0
6297118875,Randomization,0,0
6297121694,Randomization,0,0
6297122166,Randomization,0,0
6297122424,Randomization,0,0
6297122836,Randomization,0,0
6297123519,Randomization,0,0
6297124566,Randomization,0,0
6297125968,Randomization,0,0
6297127481,Randomization,0,0
6297128130,Randomization,0,0
6297129162,Randomization,0,0
6297130848,Randomization,0,0
6297132475,Randomization,0,0
6297132635,Randomization,0,0
6297133952,Randomization,0,0
6297145638,Randomization,0,0
6297148765,Randomization,0,0
6297148908,Randomization,0,0
6297150072,Randomization,0,0
6297150166,Randomization,0,0
6297154805,Randomization,0,0
6297159851,Randomization,0,0
6297163318,Randomization,0,0
6297176623,Randomization,0,0
6297200998,Randomization,0,0
6297203618,Randomization,0,0
6297223834,Randomization,0,0
6297278839,Randomization,0,0
6297296031,Randomization,0,0
6297334285,Randomization,0,0
6297339588,Randomization,0,0
6297357836,Randomization,0,0
6297372448,Randomization,0,0
6297372646,Randomization,0,0
6297399349,Randomization,0,0
6297420676,Randomization,0,0
6297421194,Randomization,0,0
6297484456,Randomization,0,0
6297485664,Randomization,0,0
6297514751,Randomization,0,0
6297584897,Randomization,0,0
6297619082,Randomization,0,0
6297683884,Randomization,0,0
6297685720,Randomization,0,0
6297084303,Randomization,0,0
6297086594,Randomization,0,0
6297086682,Randomization,0,0
6297086706,Randomization,0,0
6297087455,Randomization,0,0
6297088074,Randomization,0,0
6297088597,Randomization,0,0
6297088777,Randomization,0,0
6297089279,Randomization,0,0
6297089454,Randomization,0,0
6297092291,Randomization,0,0
6297093305,Randomization,0,0
6297096338,Randomization,0,0
6297096511,Randomization,0,0
6297097289,Randomization,0,0
6297097390,Randomization,0,0
6297097749,Randomization,0,0
6297097925,Randomization,0,0
6297098201,Randomization,0,0
6297100231,Randomization,0,0
6297100338,Randomization,0,0
6297101036,Randomization,0,0
6297101413,Randomization,0,0
6297101468,Randomization,0,0
6297103571,Randomization,0,0
6297103585,Randomization,0,0
6297104236,Randomization,0,0
6297104943,Randomization,0,0
6297105654,Randomization,0,0
6297105706,Randomization,0,0
6297105787,Randomization,0,0
6297106497,Randomization,0,0
6297109936,Randomization,0,0
6297113320,Randomization,0,0
6297114341,Randomization,0,0
6297115429,Randomization,0,0
6297118662,Randomization,0,0
6297122262,Randomization,0,0
6297125806,Randomization,0,0
6297126225,Randomization,0,0
6297127102,Randomization,0,0
6297128899,Randomization,0,0
6297133740,Randomization,0,0
6297149301,Randomization,0,0
6297168324,Randomization,0,0
6297168356,Randomization,0,0
6297172890,Randomization,0,0
6297178887,Randomization,0,0
6297191499,Randomization,0,0
6297193330,Randomization,0,0
6297200889,Randomization,0,0
6297202939,Randomization,0,0
6297203327,Randomization,0,0
6297206449,Randomization,0,0
6297208170,Randomization,0,0
6297223938,Randomization,0,0
6297226301,Randomization,0,0
6297264173,Randomization,0,0
6297280044,Randomization,0,0
6297282497,Randomization,0,0
6297288246,Randomization,0,0
6297291179,Randomization,0,0
6297309391,Randomization,0,0
6297366208,Randomization,0,0
6297373891,Randomization,0,0
6297378709,Randomization,0,0
6297402697,Randomization,0,0
6297426406,Randomization,0,0
6297475563,Randomization,0,0
6297479353,Randomization,0,0
6297510865,Randomization,0,0
6297520072,Randomization,0,0
6297529791,Randomization,0,0
6297531420,Randomization,0,0
6297538182,Randomization,0,0
6297588793,Randomization,0,0
6297624448,Randomization,0,0
6297648678,Randomization,0,0
6297689071,Randomization,0,0
6297084394,Randomization,0,0
6297084863,Randomization,0,0
6297085084,Randomization,0,0
6297085330,Randomization,0,0
6297087991,Randomization,0,0
6297090204,Randomization,0,0
6297090562,Randomization,0,0
6297092200,Randomization,0,0
6297092347,Randomization,0,0
6297092458,Randomization,0,0
6297093379,Randomization,0,0
6297093949,Randomization,0,0
6297094742,Randomization,0,0
6297095408,Randomization,0,0
6297095921,Randomization,0,0
6297096535,Randomization,0,0
6297102036,Randomization,0,0
6297102182,Randomization,0,0
6297104605,Randomization,0,0
6297106096,Randomization,0,0
6297106102,Randomization,0,1
6297106542,Randomization,0,0
6297114236,Randomization,0,0
6297115726,Randomization,0,0
6297118264,Randomization,0,0
6297119394,Randomization,0,0
6297119672,Randomization,0,0
6297123538,Randomization,0,0
6297125861,Randomization,0,0
6297127371,Randomization,0,0
6297128451,Randomization,0,0
6297130748,Randomization,0,0
6297131849,Randomization,0,0
6297134390,Randomization,0,0
6297135218,Randomization,0,0
6297136368,Randomization,0,0
6297137719,Randomization,0,0
6297143131,Randomization,0,0
6297143573,Randomization,0,0
6297144359,Randomization,0,0
6297147095,Randomization,0,0
6297147723,Randomization,0,0
6297153605,Randomization,0,0
6297162712,Randomization,0,0
6297164295,Randomization,0,0
6297164684,Randomization,0,0
6297173237,Randomization,0,0
6297182938,Randomization,0,0
6297183440,Randomization,0,0
6297183511,Randomization,0,0
6297186867,Randomization,0,0
6297188506,Randomization,0,0
6297192335,Randomization,0,0
6297194482,Randomization,0,0
6297199671,Randomization,0,0
6297199847,Randomization,0,0
6297200501,Randomization,0,0
6297200628,Randomization,0,0
6297200635,Randomization,0,0
6297202377,Randomization,0,0
6297202950,Randomization,0,0
6297204378,Randomization,0,0
6297214605,Randomization,0,0
6297218301,Randomization,0,0
6297250553,Randomization,0,0
6297268319,Randomization,0,1
6297273339,Randomization,0,0
6297276868,Randomization,0,0
6297286332,Randomization,0,0
6297305259,Randomization,0,0
6297348086,Randomization,0,0
6297353021,Randomization,0,0
6297357432,Randomization,0,0
6297358181,Randomization,0,0
6297358630,Randomization,0,0
6297384573,Randomization,0,0
6297388125,Randomization,0,0
6297399576,Randomization,0,0
6297402305,Randomization,0,0
6297446232,Randomization,0,0
6297459273,Randomization,0,0
6297480451,Randomization,0,0
6297481285,Randomization,0,0
6297503428,Randomization,0,0
6297538474,Randomization,0,0
6297540267,Randomization,0,0
6297568973,Randomization,1,0
6297634747,Randomization,0,0
6297657007,Randomization,0,0
6297679841,Randomization,0,0
6297085434,Randomization,0,0
6297085888,Randomization,0,0
6297087370,Randomization,0,0
6297087586,Randomization,0,0
6297087596,Randomization,0,0
6297088535,Randomization,0,0
6297089491,Randomization,0,0
6297090036,Randomization,0,0
6297092146,Randomization,0,0
6297093732,Randomization,0,0
6297094527,Randomization,0,0
6297095030,Randomization,0,0
6297095488,Randomization,0,0
6297095762,Randomization,0,0
6297097737,Randomization,0,0
6297097891,Randomization,0,0
6297098147,Randomization,0,0
6297098542,Randomization,0,0
6297099345,Randomization,0,0
6297103562,Randomization,0,0
6297104180,Randomization,0,0
6297107145,Randomization,0,0
6297107244,Randomization,0,0
6297107994,Randomization,0,0
6297108103,Randomization,0,0
6297109495,Randomization,0,0
6297111367,Randomization,0,0
6297112355,Randomization,0,0
6297113413,Randomization,0,0
6297113691,Randomization,0,0
6297113899,Randomization,0,0
6297115532,Randomization,0,0
6297116194,Randomization,0,0
6297117730,Randomization,0,0
6297117940,Randomization,0,0
6297117960,Randomization,0,1
6297119550,Randomization,0,0
6297122963,Randomization,0,0
6297123125,Randomization,0,0
6297123583,Randomization,0,0
6297128816,Randomization,0,0
6297132428,Randomization,0,0
6297134747,Randomization,0,0
6297135288,Randomization,0,0
6297137613,Randomization,0,0
6297142129,Randomization,0,0
6297145065,Randomization,0,0
6297147521,Randomization,1,1
6297153365,Randomization,0,0
6297155132,Randomization,0,0
6297155426,Randomization,0,0
6297156874,Randomization,1,1
6297161815,Randomization,0,0
6297162736,Randomization,0,0
6297163812,Randomization,0,0
6297166684,Randomization,0,0
6297172639,Randomization,0,0
6297183415,Randomization,0,0
6297187097,Randomization,0,0
6297191259,Randomization,0,0
6297192905,Randomization,0,0
6297195431,Randomization,0,0
6297199984,Randomization,0,0
6297200751,Randomization,0,0
6297202360,Randomization,0,0
6297203289,Randomization,0,0
6297220574,Randomization,0,0
6297223279,Randomization,0,0
6297235496,Randomization,0,0
6297240392,Randomization,0,0
6297252813,Randomization,0,0
6297265963,Randomization,0,0
6297286920,Randomization,0,0
6297321790,Randomization,0,0
6297325727,Randomization,0,0
6297339557,Randomization,0,0
6297359889,Randomization,0,0
6297362319,Randomization,0,0
6297402285,Randomization,0,0
6297421188,Randomization,0,0
6297425142,Randomization,0,0
6297431668,Randomization,0,0
6297453769,Randomization,0,0
6297456913,Randomization,0,0
6297457789,Randomization,0,0
6297483296,Randomization,0,0
6297488926,Randomization,0,0
6297529887,Randomization,0,0
6297550923,Randomization,0,0
6297596917,Randomization,0,0
6297604728,Randomization,0,0
6297617486,Randomization,0,0
6297629947,Randomization,0,0
6297644692,Randomization,0,0
6297649986,Randomization,0,0
6297656168,Randomization,0,0
6297658171,Randomization,0,0
6297669706,Randomization,0,0
6297681000,Randomization,0,0
6297682697,Randomization,0,0
6297085202,Experimentation,0,0
6297086071,Experimentation,0,0
6297086289,Experimentation,0,0
6297089103,Experimentation,0,0
6297089937,Experimentation,0,0
6297090064,Experimentation,0,0
6297090433,Experimentation,0,0
6297092996,Experimentation,0,0
6297094841,Experimentation,0,0
6297097818,Experimentation,0,0
6297098747,Experimentation,0,0
6297099941,Experimentation,0,0
6297101782,Experimentation,0,0
6297103396,Experimentation,0,0
6297104484,Experimentation,0,0
6297104647,Experimentation,0,0
6297111301,Experimentation,0,0
6297118083,Experimentation,0,0
6297118259,Experimentation,0,0
6297118875,Experimentation,0,0
6297121694,Experimentation,0,0
6297122166,Experimentation,0,0
6297122424,Experimentation,0,0
6297122836,Experimentation,0,0
6297123519,Experimentation,0,0
6297124566,Experimentation,0,0
6297125968,Experimentation,0,0
6297127481,Experimentation,0,0
6297128130,Experimentation,0,0
6297129162,Experimentation,0,0
6297130848,Experimentation,0,0
6297132475,Experimentation,0,0
6297132635,Experimentation,0,0
6297133952,Experimentation,0,0
6297145638,Experimentation,0,0
6297148765,Experimentation,0,0
6297148908,Experimentation,0,0
6297150072,Experimentation,0,0
6297150166,Experimentation,0,0
6297154805,Experimentation,0,0
6297159851,Experimentation,0,0
6297163318,Experimentation,0,0
6297176623,Experimentation,0,0
6297200998,Experimentation,0,0
6297203618,Experimentation,0,0
6297223834,Experimentation,0,0
6297278839,Experimentation,0,0
6297296031,Experimentation,0,0
6297334285,Experimentation,0,0
6297339588,Experimentation,0,0
6297357836,Experimentation,0,0
6297372448,Experimentation,0,0
6297372646,Experimentation,0,0
6297399349,Experimentation,0,0
6297420676,Experimentation,0,0
6297421194,Experimentation,0,0
6297484456,Experimentation,0,0
6297485664,Experimentation,0,0
6297514751,Experimentation,0,0
6297584897,Experimentation,0,0
6297619082,Experimentation,0,0
6297683884,Experimentation,0,0
6297685720,Experimentation,0,0
6297084303,Experimentation,0,0
6297086594,Experimentation,0,0
6297086682,Experimentation,0,0
6297086706,Experimentation,0,0
6297087455,Experimentation,0,0
6297088074,Experimentation,0,0
6297088597,Experimentation,0,0
6297088777,Experimentation,0,0
6297089279,Experimentation,0,0
6297089454,Experimentation,0,0
6297092291,Experimentation,0,0
6297093305,Experimentation,0,0
6297096338,Experimentation,0,0
6297096511,Experimentation,0,0
6297097289,Experimentation,0,0
6297097390,Experimentation,0,0
6297097749,Experimentation,0,0
6297097925,Experimentation,0,0
6297098201,Experimentation,0,0
6297100231,Experimentation,0,0
6297100338,Experimentation,0,0
6297101036,Experimentation,0,0
6297101413,Experimentation,0,0
6297101468,Experimentation,0,0
6297103571,Experimentation,0,0
6297103585,Experimentation,0,0
6297104236,Experimentation,0,0
6297104943,Experimentation,0,0
6297105654,Experimentation,0,0
6297105706,Experimentation,0,0
6297105787,Experimentation,0,0
6297106497,Experimentation,0,0
6297109936,Experimentation,0,0
6297113320,Experimentation,0,0
6297114341,Experimentation,0,0
6297115429,Experimentation,0,0
6297118662,Experimentation,0,0
6297122262,Experimentation,0,0
6297125806,Experimentation,0,0
6297126225,Experimentation,0,0
6297127102,Experimentation,0,0
6297128899,Experimentation,0,0
6297133740,Experimentation,0,0
6297149301,Experimentation,0,0
6297168324,Experimentation,0,0
6297168356,Experimentation,0,0
6297172890,Experimentation,0,0
6297178887,Experimentation,0,0
6297191499,Experimentation,0,0
6297193330,Experimentation,0,0
6297200889,Experimentation,0,0
6297202939,Experimentation,0,0
6297203327,Experimentation,0,0
6297206449,Experimentation,0,0
6297208170,Experimentation,0,0
6297223938,Experimentation,0,0
6297226301,Experimentation,0,0
6297264173,Experimentation,0,0
6297280044,Experimentation,0,0
6297282497,Experimentation,0,0
6297288246,Experimentation,0,0
6297291179,Experimentation,0,0
6297309391,Experimentation,0,0
6297366208,Experimentation,0,0
6297373891,Experimentation,0,0
6297378709,Experimentation,0,0
6297402697,Experimentation,0,0
6297426406,Experimentation,0,0
6297475563,Experimentation,0,1
6297479353,Experimentation,0,0
6297510865,Experimentation,0,0
6297520072,Experimentation,0,0
6297529791,Experimentation,0,0
6297531420,Experimentation,0,0
6297538182,Experimentation,0,0
6297588793,Experimentation,0,0
6297624448,Experimentation,0,0
6297648678,Experimentation,0,0
6297689071,Experimentation,0,0
6297084394,Experimentation,0,0
6297084863,Experimentation,0,0
6297085084,Experimentation,0,0
6297085330,Experimentation,1,1
6297087991,Experimentation,0,0
6297090204,Experimentation,0,1
6297090562,Experimentation,0,0
6297092200,Experimentation,0,0
6297092347,Experimentation,1,1
6297092458,Experimentation,1,1
6297093379,Experimentation,0,1
6297093949,Experimentation,0,0
6297094742,Experimentation,0,1
6297095408,Experimentation,0,0
6297095921,Experimentation,0,0
6297096535,Experimentation,0,0
6297102036,Experimentation,0,0
6297102182,Experimentation,1,1
6297104605,Experimentation,0,0
6297106096,Experimentation,0,0
6297106102,Experimentation,1,1
6297106542,Experimentation,1,1
6297114236,Experimentation,1,1
6297115726,Experimentation,1,1
6297118264,Experimentation,0,0
6297119394,Experimentation,0,0
6297119672,Experimentation,1,1
6297123538,Experimentation,0,0
6297125861,Experimentation,1,1
6297127371,Experimentation,1,1
6297128451,Experimentation,0,0
6297130748,Experimentation,0,0
6297131849,Experimentation,0,0
6297134390,Experimentation,0,0
6297135218,Experimentation,0,0
6297136368,Experimentation,0,1
6297137719,Experimentation,0,0
6297143131,Experimentation,0,0
6297143573,Experimentation,0,0
6297144359,Experimentation,1,1
6297147095,Experimentation,0,0
6297147723,Experimentation,0,0
6297153605,Experimentation,0,1
6297162712,Experimentation,0,1
6297164295,Experimentation,1,1
6297164684,Experimentation,1,1
6297173237,Experimentation,0,0
6297182938,Experimentation,0,1
6297183440,Experimentation,0,0
6297183511,Experimentation,0,0
6297186867,Experimentation,1,1
6297188506,Experimentation,0,0
6297192335,Experimentation,0,0
6297194482,Experimentation,0,0
6297199671,Experimentation,1,1
6297199847,Experimentation,0,0
6297200501,Experimentation,0,0
6297200628,Experimentation,0,0
6297200635,Experimentation,0,0
6297202377,Experimentation,0,0
6297202950,Experimentation,1,1
6297204378,Experimentation,0,0
6297214605,Experimentation,1,1
6297218301,Experimentation,0,0
6297250553,Experimentation,0,1
6297268319,Experimentation,0,0
6297273339,Experimentation,0,0
6297276868,Experimentation,0,0
6297286332,Experimentation,0,1
6297305259,Experimentation,0,0
6297348086,Experimentation,0,0
6297353021,Experimentation,0,0
6297357432,Experimentation,1,1
6297358181,Experimentation,0,0
6297358630,Experimentation,0,0
6297384573,Experimentation,0,0
6297388125,Experimentation,0,0
6297399576,Experimentation,1,1
6297402305,Experimentation,0,0
6297446232,Experimentation,0,0
6297459273,Experimentation,1,1
6297480451,Experimentation,0,0
6297481285,Experimentation,1,0
6297503428,Experimentation,0,0
6297538474,Experimentation,1,1
6297540267,Experimentation,0,0
6297568973,Experimentation,0,0
6297634747,Experimentation,0,0
6297657007,Experimentation,0,0
6297679841,Experimentation,1,1
6297085434,Experimentation,0,0
6297085888,Experimentation,0,0
6297087370,Experimentation,0,0
6297087586,Experimentation,0,0
6297087596,Experimentation,0,0
6297088535,Experimentation,0,0
6297089491,Experimentation,0,0
6297090036,Experimentation,0,0
6297092146,Experimentation,0,0
6297093732,Experimentation,0,0
6297094527,Experimentation,0,0
6297095030,Experimentation,0,0
6297095488,Experimentation,0,0
6297095762,Experimentation,0,0
6297097737,Experimentation,1,1
6297097891,Experimentation,0,0
6297098147,Experimentation,1,1
6297098542,Experimentation,0,0
6297099345,Experimentation,0,0
6297103562,Experimentation,0,0
6297104180,Experimentation,0,0
6297107145,Experimentation,0,0
6297107244,Experimentation,0,0
6297107994,Experimentation,0,0
6297108103,Experimentation,0,0
6297109495,Experimentation,0,0
6297111367,Experimentation,0,0
6297112355,Experimentation,0,0
6297113413,Experimentation,0,0
6297113691,Experimentation,0,0
6297113899,Experimentation,1,0
6297115532,Experimentation,0,0
6297116194,Experimentation,1,1
6297117730,Experimentation,0,0
6297117940,Experimentation,0,0
6297117960,Experimentation,1,1
6297119550,Experimentation,1,1
6297122963,Experimentation,0,0
6297123125,Experimentation,0,0
6297123583,Experimentation,0,0
6297128816,Experimentation,0,0
6297132428,Experimentation,0,1
6297134747,Experimentation,0,1
6297135288,Experimentation,1,1
6297137613,Experimentation,0,0
6297142129,Experimentation,0,1
6297145065,Experimentation,0,0
6297147521,Experimentation,1,1
6297153365,Experimentation,0,0
6297155132,Experimentation,0,0
6297155426,Experimentation,0,0
6297156874,Experimentation,0,0
6297161815,Experimentation,1,1
6297162736,Experimentation,0,0
6297163812,Experimentation,0,0
6297166684,Experimentation,0,0
6297172639,Experimentation,0,0
6297183415,Experimentation,0,0
6297187097,Experimentation,0,0
6297191259,Experimentation,0,0
6297192905,Experimentation,1,1
6297195431,Experimentation,1,1
6297199984,Experimentation,0,0
6297200751,Experimentation,0,0
6297202360,Experimentation,1,1
6297203289,Experimentation,1,1
6297220574,Experimentation,0,0
6297223279,Experimentation,0,1
6297235496,Experimentation,1,1
6297240392,Experimentation,0,0
6297252813,Experimentation,0,1
6297265963,Experimentation,0,1
6297286920,Experimentation,0,0
6297321790,Experimentation,1,1
6297325727,Experimentation,0,0
6297339557,Experimentation,0,0
6297359889,Experimentation,0,0
6297362319,Experimentation,0,0
6297402285,Experimentation,0,0
6297421188,Experimentation,0,0
6297425142,Experimentation,0,0
6297431668,Experimentation,1,1
6297453769,Experimentation,0,0
6297456913,Experimentation,0,0
6297457789,Experimentation,0,0
6297483296,Experimentation,0,0
6297488926,Experimentation,0,1
6297529887,Experimentation,0,0
6297550923,Experimentation,0,0
6297596917,Experimentation,0,0
6297604728,Experimentation,0,0
6297617486,Experimentation,0,0
6297629947,Experimentation,0,0
6297644692,Experimentation,0,0
6297649986,Experimentation,0,0
6297656168,Experimentation,0,1
6297658171,Experimentation,0,0
6297669706,Experimentation,0,0
6297681000,Experimentation,0,0
6297682697,Experimentation,0,0
6297085202,Inequality,0,0
6297086071,Inequality,0,0
6297086289,Inequality,0,0
6297089103,Inequality,0,0
6297089937,Inequality,0,0
6297090064,Inequality,0,0
6297090433,Inequality,0,0
6297092996,Inequality,0,0
6297094841,Inequality,0,0
6297097818,Inequality,0,0
6297098747,Inequality,0,0
6297099941,Inequality,0,0
6297101782,Inequality,0,0
6297103396,Inequality,0,0
6297104484,Inequality,0,0
6297104647,Inequality,0,0
6297111301,Inequality,0,0
6297118083,Inequality,0,0
6297118259,Inequality,0,0
6297118875,Inequality,0,0
6297121694,Inequality,0,0
6297122166,Inequality,0,0
6297122424,Inequality,0,0
6297122836,Inequality,0,0
6297123519,Inequality,0,0
6297124566,Inequality,0,0
6297125968,Inequality,0,0
6297127481,Inequality,0,0
6297128130,Inequality,0,0
6297129162,Inequality,0,0
6297130848,Inequality,0,0
6297132475,Inequality,0,0
6297132635,Inequality,0,0
6297133952,Inequality,0,0
6297145638,Inequality,0,0
6297148765,Inequality,0,0
6297148908,Inequality,0,0
6297150072,Inequality,0,0
6297150166,Inequality,0,0
6297154805,Inequality,0,0
6297159851,Inequality,0,0
6297163318,Inequality,0,0
6297176623,Inequality,0,0
6297200998,Inequality,0,0
6297203618,Inequality,0,0
6297223834,Inequality,0,0
6297278839,Inequality,0,0
6297296031,Inequality,0,0
6297334285,Inequality,0,0
6297339588,Inequality,0,0
6297357836,Inequality,0,0
6297372448,Inequality,0,0
6297372646,Inequality,0,0
6297399349,Inequality,0,0
6297420676,Inequality,0,0
6297421194,Inequality,0,0
6297484456,Inequality,0,0
6297485664,Inequality,0,0
6297514751,Inequality,0,0
6297584897,Inequality,0,0
6297619082,Inequality,0,0
6297683884,Inequality,0,0
6297685720,Inequality,0,0
6297084303,Inequality,0,0
6297086594,Inequality,0,0
6297086682,Inequality,0,0
6297086706,Inequality,0,0
6297087455,Inequality,0,0
6297088074,Inequality,0,0
6297088597,Inequality,0,0
6297088777,Inequality,0,0
6297089279,Inequality,0,0
6297089454,Inequality,0,0
6297092291,Inequality,0,0
6297093305,Inequality,0,0
6297096338,Inequality,0,0
6297096511,Inequality,0,0
6297097289,Inequality,0,0
6297097390,Inequality,0,0
6297097749,Inequality,0,0
6297097925,Inequality,0,0
6297098201,Inequality,0,0
6297100231,Inequality,0,0
6297100338,Inequality,0,0
6297101036,Inequality,0,0
6297101413,Inequality,0,0
6297101468,Inequality,0,0
6297103571,Inequality,0,0
6297103585,Inequality,0,0
6297104236,Inequality,0,0
6297104943,Inequality,0,0
6297105654,Inequality,0,0
6297105706,Inequality,0,0
6297105787,Inequality,0,0
6297106497,Inequality,0,0
6297109936,Inequality,0,0
6297113320,Inequality,0,0
6297114341,Inequality,0,0
6297115429,Inequality,0,0
6297118662,Inequality,0,0
6297122262,Inequality,0,0
6297125806,Inequality,0,0
6297126225,Inequality,0,0
6297127102,Inequality,0,0
6297128899,Inequality,0,0
6297133740,Inequality,0,0
6297149301,Inequality,0,0
6297168324,Inequality,0,0
6297168356,Inequality,0,0
6297172890,Inequality,0,0
6297178887,Inequality,0,0
6297191499,Inequality,0,0
6297193330,Inequality,0,0
6297200889,Inequality,0,0
6297202939,Inequality,0,0
6297203327,Inequality,0,0
6297206449,Inequality,0,0
6297208170,Inequality,0,0
6297223938,Inequality,0,0
6297226301,Inequality,0,0
6297264173,Inequality,0,0
6297280044,Inequality,0,0
6297282497,Inequality,0,0
6297288246,Inequality,0,0
6297291179,Inequality,0,0
6297309391,Inequality,0,0
6297366208,Inequality,0,0
6297373891,Inequality,0,0
6297378709,Inequality,0,0
6297402697,Inequality,0,0
6297426406,Inequality,0,0
6297475563,Inequality,0,0
6297479353,Inequality,0,0
6297510865,Inequality,0,0
6297520072,Inequality,0,0
6297529791,Inequality,0,0
6297531420,Inequality,0,0
6297538182,Inequality,0,0
6297588793,Inequality,0,0
6297624448,Inequality,0,0
6297648678,Inequality,0,0
6297689071,Inequality,0,0
6297084394,Inequality,0,0
6297084863,Inequality,0,0
6297085084,Inequality,0,0
6297085330,Inequality,0,0
6297087991,Inequality,0,0
6297090204,Inequality,0,0
6297090562,Inequality,0,0
6297092200,Inequality,0,0
6297092347,Inequality,0,0
6297092458,Inequality,1,1
6297093379,Inequality,0,0
6297093949,Inequality,0,0
6297094742,Inequality,0,0
6297095408,Inequality,1,1
6297095921,Inequality,0,0
6297096535,Inequality,0,0
6297102036,Inequality,0,0
6297102182,Inequality,0,0
6297104605,Inequality,0,0
6297106096,Inequality,0,0
6297106102,Inequality,1,0
6297106542,Inequality,0,0
6297114236,Inequality,0,0
6297115726,Inequality,0,0
6297118264,Inequality,1,0
6297119394,Inequality,0,0
6297119672,Inequality,0,0
6297123538,Inequality,0,0
6297125861,Inequality,0,0
6297127371,Inequality,0,0
6297128451,Inequality,0,0
6297130748,Inequality,0,0
6297131849,Inequality,0,0
6297134390,Inequality,0,0
6297135218,Inequality,0,0
6297136368,Inequality,1,1
6297137719,Inequality,0,0
6297143131,Inequality,0,0
6297143573,Inequality,1,1
6297144359,Inequality,0,0
6297147095,Inequality,0,0
6297147723,Inequality,0,0
6297153605,Inequality,0,0
6297162712,Inequality,0,0
6297164295,Inequality,0,0
6297164684,Inequality,0,0
6297173237,Inequality,0,0
6297182938,Inequality,0,0
6297183440,Inequality,0,0
6297183511,Inequality,0,0
6297186867,Inequality,0,0
6297188506,Inequality,0,0
6297192335,Inequality,0,0
6297194482,Inequality,0,0
6297199671,Inequality,1,1
6297199847,Inequality,0,0
6297200501,Inequality,0,0
6297200628,Inequality,1,1
6297200635,Inequality,1,1
6297202377,Inequality,1,1
6297202950,Inequality,0,0
6297204378,Inequality,0,0
6297214605,Inequality,0,0
6297218301,Inequality,1,1
6297250553,Inequality,0,0
6297268319,Inequality,0,0
6297273339,Inequality,0,0
6297276868,Inequality,0,0
6297286332,Inequality,0,0
6297305259,Inequality,0,0
6297348086,Inequality,0,0
6297353021,Inequality,0,0
6297357432,Inequality,0,0
6297358181,Inequality,0,0
6297358630,Inequality,0,0
6297384573,Inequality,1,1
6297388125,Inequality,0,0
6297399576,Inequality,0,0
6297402305,Inequality,0,0
6297446232,Inequality,0,0
6297459273,Inequality,0,0
6297480451,Inequality,0,0
6297481285,Inequality,0,0
6297503428,Inequality,0,0
